database_id,chemical_shift_x,chemical_shift_y,intensity
HMDB0003075,7.5507,131.6256,0.3922370355
HMDB0003075,7.5476,129.0933,0.678360061
HMDB0003075,7.4397,125.2398,0.4263184831
HMDB0003075,6.8464,107.6787,1.0
HMDB0003099,3.2834,30.5038,1.0
HMDB0003099,2.676,40.8009,0.8497461303
HMDB0003119,4.642,66.5996,1.0
HMDB0003134,4.6129,63.001,0.6503056626
HMDB0003134,4.4302,64.7882,0.6976563074
HMDB0003134,3.938,56.3732,0.7366566694
HMDB0003134,3.3392,58.0115,0.6223219878
HMDB0003134,3.1971,41.5538,0.9210187555
HMDB0003134,2.9941,42.2985,0.1934877174
HMDB0003134,2.7809,42.2985,0.0646294981
HMDB0003134,2.2532,38.0538,1.0
HMDB0003134,1.9233,32.2452,0.1381272526
HMDB0003134,1.563,30.4579,0.7959135308
HMDB0003134,1.4006,30.3835,0.3517325389
HMDB0003134,1.7153,30.2345,0.2712115163
HMDB0003134,1.6391,27.7026,0.1998408747
HMDB0003134,1.4311,24.277,0.2444738482
HMDB0003152,9.2893,147.7435,0.0003867669
HMDB0003152,8.9734,149.9553,0.0959426901
HMDB0003152,8.906,146.3182,0.0957747331
HMDB0003152,8.1906,130.7869,0.2746554182
HMDB0003152,4.4797,51.2596,1.0
HMDB0003154,6.67,130.5482,0.0833302699
HMDB0003154,6.6581,124.8058,0.0977037464
HMDB0003154,6.4355,139.414,0.0130643433
HMDB0003154,6.3705,141.4017,0.0885088942
HMDB0003154,6.3057,133.5772,0.1178246019
HMDB0003154,6.2764,134.4357,0.0766833827
HMDB0003154,2.5109,34.278,0.2457519822
HMDB0003154,2.0015,12.5944,0.0961626354
HMDB0003154,1.8774,13.9277,0.0230172955
HMDB0003154,1.8599,37.5009,0.2417108375
HMDB0003154,1.1999,27.7172,1.0
HMDB0003156,3.7456,73.6668,1.0
HMDB0003156,3.6495,74.0107,0.415560967
HMDB0003156,1.1673,19.2472,0.8736025836
HMDB0003156,1.165,20.2269,0.4703272731
HMDB0003157,4.2236,57.5532,1.0
HMDB0003157,2.8053,43.1489,0.0493196021
HMDB0003157,2.5204,43.1489,0.6519898009
HMDB0003164,7.64,148.7617,0.2065973848
HMDB0003164,7.5531,148.7389,0.188879307
HMDB0003164,7.1536,117.8173,1.0
HMDB0003164,7.089,125.3337,0.3906040568
HMDB0003164,6.9179,119.0127,0.4993901135
HMDB0003164,6.3504,117.274,0.0308259026
HMDB0003164,5.3145,73.7767,0.3817910463
HMDB0003164,4.246,73.5159,0.800028603
HMDB0003164,3.8664,75.6838,0.4280837836
HMDB0003164,2.1859,41.141,0.1901626035
HMDB0003164,2.1329,40.0724,0.1045554626
HMDB0003164,2.0279,40.0724,0.1341233746
HMDB0003164,2.0149,41.15,0.3103703218
HMDB0003217,7.6148,154.0271,0.4971014085
HMDB0003217,7.3032,131.1121,0.9766622755
HMDB0003217,6.9394,116.1784,0.9441967965
HMDB0003217,6.3849,94.5971,1.0
HMDB0003217,6.3824,99.913,0.9946599335
HMDB0003231,5.3826,130.4438,0.3455984762
HMDB0003231,2.3428,34.045,0.256645578
HMDB0003231,1.9647,32.673,0.6440571605
HMDB0003231,1.632,24.6943,0.2501905549
HMDB0003231,1.3258,29.4599,0.4592875524
HMDB0003231,1.2912,22.6726,0.1135070336
HMDB0003231,1.2699,29.3155,1.0
HMDB0003231,1.2646,31.8066,0.1407649551
HMDB0003231,0.9132,14.1162,0.0888713042
HMDB0003231,0.8493,14.1162,0.0903334456
HMDB0003243,4.4153,75.6877,0.2930302687
HMDB0003243,2.2115,27.5543,1.0
HMDB0003243,1.3637,20.9163,0.5680158763
HMDB0003249,7.666,117.6142,0.9007866878
HMDB0003249,7.6286,123.5865,0.5192485449
HMDB0003249,6.8719,116.0132,0.4919585611
HMDB0003249,6.3968,95.0398,0.9119105537
HMDB0003249,6.2063,100.0143,0.9777388887
HMDB0003249,5.1064,104.7599,0.6160058221
HMDB0003249,4.5196,102.5074,0.8909951126
HMDB0003249,3.8043,68.6043,0.196657433
HMDB0003249,3.6339,72.1331,1.0
HMDB0003249,3.5375,72.2746,0.390842987
HMDB0003249,3.4696,75.7823,0.425302819
HMDB0003249,3.4464,69.8091,0.4030281036
HMDB0003249,3.4114,78.2453,0.3495975386
HMDB0003249,3.3901,68.6048,0.2429194086
HMDB0003249,3.3232,77.24,0.3121977756
HMDB0003249,3.2764,73.9522,0.4061422889
HMDB0003249,3.2646,71.4661,0.3794455237
HMDB0003249,1.1201,18.0202,0.1992280577
HMDB0003254,5.4433,91.6247,0.705301422
HMDB0003254,4.9395,95.8137,0.2489536691
HMDB0003254,4.3581,81.6695,0.238680062
HMDB0003254,4.3197,81.8183,0.2893209923
HMDB0003254,3.8888,62.9611,0.0942583131
HMDB0003254,3.8689,74.0492,0.2519422601
HMDB0003254,3.8361,62.7556,0.1378120144
HMDB0003254,3.7821,62.7556,0.2961098987
HMDB0003254,3.732,62.9596,0.1195380429
HMDB0003254,3.6835,81.0149,0.2985073265
HMDB0003254,3.5721,73.0464,0.3875231643
HMDB0003254,3.5428,82.6734,0.1967946228
HMDB0003254,3.4975,78.5542,0.1730253851
HMDB0003254,3.2786,56.1162,0.222025739
HMDB0003254,2.9855,58.4317,0.2546999361
HMDB0003254,1.408,21.585,1.0
HMDB0003265,6.9475,111.8699,0.1974292229
HMDB0003265,6.9422,113.8649,0.3840580063
HMDB0003265,6.9098,117.7006,0.2174998334
HMDB0003265,6.1468,96.2612,0.3865431326
HMDB0003265,6.1239,95.2643,0.4209657593
HMDB0003265,5.5037,78.2242,0.1645551752
HMDB0003265,4.9832,99.2564,0.2505731804
HMDB0003265,4.5224,100.4191,0.5031809134
HMDB0003265,3.7951,65.8913,0.0893529963
HMDB0003265,3.7772,55.4362,1.0
HMDB0003265,3.6307,70.0486,0.2705405856
HMDB0003265,3.5421,75.3628,0.1936071747
HMDB0003265,3.4338,70.5258,0.202600176
HMDB0003265,3.4202,65.8918,0.111459723
HMDB0003265,3.3965,68.0535,0.1919995706
HMDB0003265,3.2847,41.8253,0.0867649344
HMDB0003265,3.2727,76.0212,0.1391344926
HMDB0003265,3.2181,72.7052,0.1612427783
HMDB0003265,3.1536,71.8435,0.1699668418
HMDB0003265,3.1315,69.3817,0.1649491218
HMDB0003265,2.7741,41.8241,0.038443046
HMDB0003265,1.0905,17.6329,0.3508273437
HMDB0003269,317.5,54.6,1.0
HMDB0003269,359.1,41.4,0.9726999116
HMDB0003269,435.2,87.5,0.9227765533
HMDB0003269,548.1,124.3,0.848674715
HMDB0003269,1163.8,366.8,0.4446222182
HMDB0003290,3.7334,65.3986,1.0
HMDB0003290,3.7214,75.0215,0.6071941643
HMDB0003290,3.6743,72.0277,0.6607608654
HMDB0003290,3.6097,65.3979,0.8907989923
HMDB0003290,3.5864,76.6753,0.9658433695
HMDB0003306,7.0363,130.2617,0.4552880364
HMDB0003306,6.6848,116.3269,0.4102358188
HMDB0003306,5.8068,95.7288,1.0
HMDB0003306,3.2617,47.3979,0.3552869071
HMDB0003306,2.8446,31.6631,0.3587805649
HMDB0003312,8.2876,152.6963,0.1658643567
HMDB0003312,7.9653,127.1348,0.4092541346
HMDB0003312,7.3853,129.7978,1.0
HMDB0003312,6.9329,114.8576,0.3948572911
HMDB0003312,6.8592,101.8983,0.9217627804
HMDB0003312,6.8064,114.8505,0.8939215488
HMDB0003315,2.3773,44.161,1.0
HMDB0003315,1.8537,29.5509,0.8588614268
HMDB0003315,1.707,26.8896,0.3826888522
HMDB0003320,8.0612,121.8647,1.0
HMDB0003320,7.9385,133.4677,0.7977643195
HMDB0003320,7.4277,112.904,0.9686481234
HMDB0003320,7.1849,123.5225,0.8797023396
HMDB0003320,7.1673,122.2036,0.7684301507
HMDB0003331,8.4906,144.7382,0.1066063076
HMDB0003331,8.422,144.7382,0.1023414489
HMDB0003331,8.422,150.7238,0.1782553669
HMDB0003331,8.3773,150.7238,0.1881924142
HMDB0003331,8.266,142.4475,0.0821426853
HMDB0003331,8.2342,142.4475,0.0844221898
HMDB0003331,8.1438,155.1576,0.0659762464
HMDB0003331,6.089,90.9816,0.5628451768
HMDB0003331,6.0134,90.8181,0.1971226845
HMDB0003331,4.7617,76.7173,0.5686968429
HMDB0003331,4.4558,72.7502,0.4690912052
HMDB0003331,4.4362,73.3468,0.2182670099
HMDB0003331,4.2918,88.3502,0.285221432
HMDB0003331,4.2739,88.201,0.4728360228
HMDB0003331,3.9196,63.9622,0.1792580199
HMDB0003331,3.857,63.9622,0.2516225369
HMDB0003331,3.8397,39.9976,1.0
HMDB0003332,7.3742,125.459,0.2017292614
HMDB0003332,7.1635,114.2078,0.5132650701
HMDB0003332,7.0241,121.5545,0.2680847331
HMDB0003332,3.8941,58.7736,1.0
HMDB0003332,3.7503,68.8689,0.3399336453
HMDB0003345,5.22,94.764,0.9718840962
HMDB0003345,4.6335,98.6046,1.0
HMDB0003345,3.8832,63.4117,0.3203479977
HMDB0003345,3.8305,63.2033,0.1840986066
HMDB0003345,3.8214,74.035,0.4211744644
HMDB0003345,3.7624,63.2022,0.3578123534
HMDB0003345,3.7069,63.4119,0.4606256333
HMDB0003345,3.701,75.3656,0.487795441
HMDB0003345,3.5246,74.0353,0.3690807774
HMDB0003345,3.478,78.3522,0.8431038379
HMDB0003345,3.4606,78.6807,0.7800830529
HMDB0003345,3.3905,72.3764,0.8309518493
HMDB0003345,3.232,76.6949,0.8014621251
HMDB0003349,4.1264,54.1146,1.0
HMDB0003349,2.982,35.8559,0.2290422694
HMDB0003349,2.793,35.8559,0.1407721171
HMDB0003352,3.4038,71.5607,0.2789225957
HMDB0003352,2.1685,25.862,0.3220626308
HMDB0003352,1.9657,45.1426,0.1763202396
HMDB0003352,1.6636,34.5753,0.1629540455
HMDB0003352,1.614,23.1738,0.1930554324
HMDB0003352,1.4247,31.6091,0.2079337193
HMDB0003352,1.1091,50.1481,0.3070846493
HMDB0003352,0.9738,23.1738,0.015307828
HMDB0003352,0.9513,45.1426,0.0754357948
HMDB0003352,0.9332,21.0418,0.9564039475
HMDB0003352,0.9152,22.2469,1.0
HMDB0003352,0.8431,34.5753,0.049481489
HMDB0003352,0.8205,16.129,0.2649627417
HMDB0003355,3.0062,42.1713,1.0
HMDB0003355,2.2125,39.4304,0.7355703955
HMDB0003355,1.6517,29.2843,0.4312044739
HMDB0003355,1.6211,25.2451,0.4536528082
HMDB0003361,9.132,160.0114,0.0382060621
HMDB0003361,8.809,159.753,0.2237308719
HMDB0003361,7.5963,125.0547,1.0
HMDB0003364,6.7895,119.0151,1.0
HMDB0003366,9.6823,42.163,0.0001183852
HMDB0003366,2.5513,39.4137,0.9881412321
HMDB0003366,1.0353,7.9686,1.0
HMDB0003375,5.4008,120.6409,0.3264582104
HMDB0003375,4.7032,108.3533,0.7608154322
HMDB0003375,2.1047,41.1386,0.1376596103
HMDB0003375,2.0752,30.8488,0.1053026667
HMDB0003375,2.0426,30.5144,0.1253880537
HMDB0003375,1.9522,30.5144,0.0624989722
HMDB0003375,1.9167,30.8488,0.0826480289
HMDB0003375,1.7939,27.8622,0.1131354309
HMDB0003375,1.7349,20.8885,0.8898773871
HMDB0003375,1.6529,23.5498,1.0
HMDB0003375,1.4716,27.861,0.1006141393
HMDB0003402,5.236,5.231,NA
HMDB0003402,5.235,3.858,NA
HMDB0003402,5.046,4.803,NA
HMDB0003402,4.809,4.803,NA
HMDB0003402,4.512,3.523,NA
HMDB0003402,4.51,3.641,NA
HMDB0003402,4.51,3.666,NA
HMDB0003402,4.51,3.933,NA
HMDB0003402,4.51,4.497,NA
HMDB0003402,4.51,4.516,NA
HMDB0003402,4.506,3.502,NA
HMDB0003402,4.014,4.035,NA
HMDB0003402,4.007,4.001,NA
HMDB0003402,4.004,3.657,NA
HMDB0003402,3.996,3.623,NA
HMDB0003402,3.996,3.794,NA
HMDB0003402,3.995,3.819,NA
HMDB0003402,3.994,3.866,NA
HMDB0003402,3.933,3.501,NA
HMDB0003402,3.932,3.523,NA
HMDB0003402,3.932,3.645,NA
HMDB0003402,3.932,4.497,NA
HMDB0003402,3.932,4.516,NA
HMDB0003402,3.929,3.933,NA
HMDB0003402,3.927,3.687,NA
HMDB0003402,3.895,3.908,NA
HMDB0003402,3.889,3.875,NA
HMDB0003402,3.872,3.649,NA
HMDB0003402,3.864,5.231,NA
HMDB0003402,3.86,4.81,NA
HMDB0003402,3.817,3.994,NA
HMDB0003402,3.815,3.82,NA
HMDB0003402,3.811,3.795,NA
HMDB0003402,3.782,3.77,NA
HMDB0003402,3.774,3.681,NA
HMDB0003402,3.765,3.647,NA
HMDB0003402,3.704,3.905,NA
HMDB0003402,3.676,3.687,NA
HMDB0003402,3.676,3.875,NA
HMDB0003402,3.666,3.933,NA
HMDB0003402,3.661,3.655,NA
HMDB0003402,3.654,4.516,NA
HMDB0003402,3.653,4.497,NA
HMDB0003402,3.649,3.997,NA
HMDB0003402,3.647,3.523,NA
HMDB0003402,3.645,3.501,NA
HMDB0003402,3.644,3.478,NA
HMDB0003402,3.641,3.625,NA
HMDB0003402,3.586,3.681,NA
HMDB0003402,3.51,4.514,NA
HMDB0003402,3.509,3.646,NA
HMDB0003402,3.508,4.494,NA
HMDB0003402,3.505,3.523,NA
HMDB0003402,3.503,3.501,NA
HMDB0003402,3.502,3.479,NA
HMDB0003402,3.795,55.4303,1.0
HMDB0003402,2.6746,40.8353,0.4243099543
HMDB0003403,5.1175,99.9288,1.0
HMDB0003403,3.6622,73.0391,0.8993307404
HMDB0003403,3.661,60.2471,0.393056365
HMDB0003403,3.5559,60.2471,0.3840752032
HMDB0003403,3.599,71.3825,0.7537310895
HMDB0003403,3.3575,78.3558,0.6754166749
HMDB0003403,3.3108,71.7033,0.8149466299
HMDB0003404,3.7904,79.9196,0.3831256247
HMDB0003404,3.7266,74.6615,0.3497677142
HMDB0003404,3.6794,77.4591,0.3281053688
HMDB0003404,2.9182,58.7616,0.3255315003
HMDB0003404,2.0554,24.8958,1.0
HMDB0003405,3.7454,57.1016,0.7849107105
HMDB0003405,3.0149,41.8184,1.0
HMDB0003405,1.8952,32.531,0.6984290309
HMDB0003405,1.7156,29.0093,0.5988361106
HMDB0003405,1.4662,24.0169,0.1517982122
HMDB0003406,3.976,3.913,NA
HMDB0003406,3.967,3.944,NA
HMDB0003406,3.961,3.836,NA
HMDB0003406,3.96,3.962,NA
HMDB0003406,3.95,3.994,NA
HMDB0003406,3.846,3.832,NA
HMDB0003406,3.839,3.959,NA
HMDB0003406,3.838,3.914,NA
HMDB0003406,3.9478,62.7421,0.2737536975
HMDB0003406,3.8183,59.0901,1.0
HMDB0003409,9.7632,146.381,0.0399384058
HMDB0003409,8.686,121.5046,0.5935934295
HMDB0003409,8.1033,127.9906,0.2162657312
HMDB0003409,7.9884,124.492,0.2328236045
HMDB0003409,7.642,106.5484,0.5915331542
HMDB0003409,6.954,109.2973,0.533990696
HMDB0003409,6.0973,103.5723,0.8004712075
HMDB0003409,4.9247,57.0996,0.5225169469
HMDB0003409,4.1994,62.4194,0.7631493422
HMDB0003409,4.0995,57.5464,1.0
HMDB0003409,3.2544,28.2009,0.5110794592
HMDB0003416,3.7597,56.9464,0.5944650105
HMDB0003416,3.2318,43.1644,1.0
HMDB0003416,1.906,30.1965,0.5408247712
HMDB0003416,1.7146,26.562,0.2123597784
HMDB0003416,1.6431,26.562,0.2143503831
HMDB0003417,3.9708,58.44,1.0
HMDB0003417,3.0948,27.5622,0.2861969492
HMDB0003417,3.0196,27.5622,0.154133517
HMDB0003418,3.8887,72.3737,1.0
HMDB0003418,3.8476,69.0545,0.5090673179
HMDB0003418,3.8444,73.6929,0.5599642495
HMDB0003418,3.7423,64.7327,0.2647644849
HMDB0003418,3.7128,66.5201,0.1314503361
HMDB0003418,3.6134,64.7323,0.2799387327
HMDB0003418,3.5021,66.5203,0.2226307813
HMDB0003423,3.7635,56.7759,0.9949078531
HMDB0003423,2.4415,33.5229,0.8050658722
HMDB0003423,2.1285,28.8905,1.0
HMDB0003424,3.5314,63.0738,0.1399168497
HMDB0003424,1.5205,33.5388,0.0883002847
HMDB0003424,1.3486,26.8963,0.0563153764
HMDB0003424,1.3468,30.567,0.0149646606
HMDB0003424,1.3106,23.7273,0.03465171
HMDB0003424,1.2904,30.5507,1.0
HMDB0003424,1.2847,32.862,0.0691795296
HMDB0003424,0.8978,14.2828,0.0163947047
HMDB0003431,8.1958,137.8125,0.5809661325
HMDB0003431,7.2372,120.101,1.0
HMDB0003431,3.844,63.1435,0.0905743469
HMDB0003431,3.6733,63.0748,0.0762835364
HMDB0003431,3.652,55.0359,0.2182820997
HMDB0003431,3.074,27.8271,0.166327931
HMDB0003441,9.6602,25.8896,0.0574178259
HMDB0003441,7.6817,155.0498,0.3411181757
HMDB0003441,7.6788,129.8094,1.0
HMDB0003441,7.4571,130.1474,0.8730123768
HMDB0003441,7.4571,132.4289,0.5046625933
HMDB0003441,6.7678,129.4926,0.2655624261
HMDB0003447,7.5248,119.1862,0.6157794549
HMDB0003447,7.3116,112.1995,0.4851732279
HMDB0003447,7.063,122.1741,0.4681540424
HMDB0003447,7.0573,123.5039,1.0
HMDB0003447,6.9814,119.5143,0.5021026741
HMDB0003447,3.8022,63.7506,0.8939559743
HMDB0003447,2.9674,29.8834,0.8316600837
HMDB0003464,3.1795,43.4175,0.9372680137
HMDB0003464,2.2423,36.7983,1.0
HMDB0003464,1.819,27.3743,0.7717566897
HMDB0003474,7.6195,139.7532,1.0
HMDB0003474,3.3659,55.1119,0.4375545058
HMDB0003474,2.9622,34.5243,0.1179888777
HMDB0003474,2.7559,34.5228,0.1796597345
HMDB0003501,7.3086,143.3381,0.3068351438
HMDB0003501,7.1857,117.148,1.0
HMDB0003501,7.0973,124.1223,0.4185361794
HMDB0003501,6.958,118.855,0.4192251143
HMDB0003501,6.37,124.3174,0.0490997735
HMDB0003543,9.6546,42.167,0.0347419253
HMDB0003543,2.4987,47.7991,1.0
HMDB0003543,1.6137,17.5949,0.1313703184
HMDB0003543,0.9035,15.6054,0.3388056676
HMDB0003546,7.3267,129.821,0.9216574172
HMDB0003546,7.2503,129.821,0.629659908
HMDB0003546,7.2048,116.8786,0.5591114237
HMDB0003546,7.0251,123.6757,0.7097908172
HMDB0003546,4.8667,103.2616,1.0
HMDB0003546,4.772,60.9539,0.1815205075
HMDB0003546,4.5688,60.9539,0.153625378
HMDB0003546,3.8895,62.4239,0.3190224102
HMDB0003546,3.7011,62.4239,0.4205616776
HMDB0003546,3.5022,75.0388,0.61694569
HMDB0003546,3.4551,78.0302,0.5339965344
HMDB0003546,3.4028,78.0331,0.4777639738
HMDB0003546,3.3963,71.3841,0.2692182811
HMDB0003553,5.4171,94.7607,0.5250277604
HMDB0003553,4.9803,100.9137,1.0
HMDB0003553,4.2115,79.0087,0.2894862395
HMDB0003553,4.1323,71.3782,0.3382820435
HMDB0003553,4.0504,76.6797,0.2449363445
HMDB0003553,4.0485,73.8941,0.2432014915
HMDB0003553,4.0356,68.3876,0.124651897
HMDB0003553,4.032,72.0384,0.5438894427
HMDB0003553,3.9885,73.6967,0.3548320197
HMDB0003553,3.9768,71.8601,0.5361331459
HMDB0003553,3.9006,72.0378,0.1490977617
HMDB0003553,3.883,83.9867,0.2822333383
HMDB0003553,3.8595,69.0491,0.195456512
HMDB0003553,3.8323,72.0377,0.3053416806
HMDB0003553,3.8151,71.0277,0.4291464077
HMDB0003553,3.7969,65.068,0.0169138482
HMDB0003553,3.7479,75.3524,0.2989626648
HMDB0003553,3.7362,63.737,0.7077502407
HMDB0003553,3.7182,69.0486,0.211978647
HMDB0003553,3.6588,68.3883,0.1386323619
HMDB0003553,3.666,64.0701,0.8490770076
HMDB0003553,3.5598,73.6963,0.2192226227
HMDB0003553,3.5189,72.08,0.2847537019
HMDB0003573,7.3619,130.1088,0.6628493184
HMDB0003573,7.3365,129.4807,1.0
HMDB0003573,7.3066,129.1199,0.4318948963
HMDB0003573,5.0313,64.5422,0.6631358655
HMDB0003573,4.1432,64.6008,0.3427093793
HMDB0003573,3.899,58.7605,0.0876036863
HMDB0003573,3.8459,53.8975,0.6532829797
HMDB0003573,3.82,55.8522,0.3043976226
HMDB0003573,3.8064,58.6651,0.0857770919
HMDB0003573,3.7992,64.6008,0.1889323996
HMDB0003573,3.2749,53.605,0.5973350395
HMDB0003573,2.8315,31.1881,0.1380103907
HMDB0003573,2.466,25.5311,0.0050510066
HMDB0003573,2.4,25.2128,0.0043341877
HMDB0003573,2.022,25.5314,0.0261414038
HMDB0003573,1.8094,25.2128,0.0253094916
HMDB0003634,5.6658,122.871,0.4777607322
HMDB0003634,4.7043,109.2027,1.0
HMDB0003634,3.905,67.234,0.6498927825
HMDB0003634,2.1446,42.4805,0.1834930031
HMDB0003634,2.1317,31.5618,0.1374309865
HMDB0003634,2.0996,26.9981,0.4221363075
HMDB0003634,1.956,31.5618,0.1636547763
HMDB0003634,1.8446,28.8748,0.1455178045
HMDB0003634,1.7332,20.899,0.6119986467
HMDB0003634,1.4804,28.8748,0.1355594198
HMDB0003640,3.3319,57.4338,0.4474071877
HMDB0003640,2.5694,38.6365,0.0409972036
HMDB0003640,2.4032,38.6365,0.2149543916
HMDB0003640,1.9441,32.6619,0.2783353042
HMDB0003640,0.9891,19.9375,1.0
HMDB0003646,4.0797,55.7725,0.7000631302
HMDB0003646,4.0592,55.4441,0.1855674296
HMDB0003646,2.9185,31.2017,1.0
HMDB0003671,2.54,45.8114,0.6364646262
HMDB0003671,2.1932,31.8637,1.0
HMDB0003671,1.5368,25.7336,0.4052638508
HMDB0003671,1.2837,24.3843,0.2399963227
HMDB0003671,1.2441,33.2009,0.3121954499
HMDB0003671,0.8562,15.9257,0.0623992496
HMDB0003828,3.9867,78.4444,0.9237059687
HMDB0003828,3.5107,70.9864,0.2659566076
HMDB0003828,3.3809,71.0762,0.5294164242
HMDB0003828,3.5053,40.7947,0.8837860151
HMDB0003828,3.5161,38.099,0.3009074284
HMDB0003828,2.8345,38.9077,0.4784379197
HMDB0003828,2.51,37.8294,0.7087054401
HMDB0003828,0.9196,22.9133,0.0837419487
HMDB0003828,0.8655,21.5655,1.0
HMDB0003843,4.6341,87.6502,0.5320842638
HMDB0003843,2.6219,31.5485,0.6497963943
HMDB0003843,2.3731,29.2293,0.3086375928
HMDB0003843,1.942,29.2293,0.347207655
HMDB0003843,1.7519,30.209,0.3868504221
HMDB0003843,1.6794,30.209,0.396638086
HMDB0003843,0.944,11.1533,1.0
HMDB0003911,3.0966,45.2015,1.0
HMDB0003911,3.0243,45.1861,0.9378093911
HMDB0003911,2.6034,42.1368,0.846286533
HMDB0003911,1.1838,17.8666,0.2715398586
HMDB0003966,3.8238,57.4449,1.0
HMDB0003966,2.6218,22.0014,0.6896014826
HMDB0003966,2.2106,33.8691,0.3327429411
HMDB0003966,2.0563,6.0152,0.5270036019
HMDB0003966,1.9927,6.0152,0.4627259405
HMDB0004041,4.3543,68.0459,0.5474469869
HMDB0004041,3.8327,62.408,1.0
HMDB0004041,1.1996,18.9261,0.2674189751
HMDB0004043,5.3554,121.6646,0.3034103886
HMDB0004043,2.0333,27.7103,0.0582606825
HMDB0004043,1.9959,31.8657,0.1110679971
HMDB0004043,1.9301,31.8657,0.0550986808
HMDB0004043,1.9008,24.8991,0.100934336
HMDB0004043,1.7716,27.7109,0.0843622498
HMDB0004043,1.6191,23.5734,0.7745513579
HMDB0004043,1.4788,45.9014,0.1287626878
HMDB0004043,1.2263,24.8996,0.0688040813
HMDB0004043,1.138,27.2328,1.0
HMDB0004043,1.1244,26.0709,0.7768947745
HMDB0004094,7.5139,114.8642,0.4611608477
HMDB0004094,7.5133,119.554,0.4275196338
HMDB0004094,7.3025,117.8522,1.0
HMDB0004094,7.279,125.1551,0.5046723741
HMDB0004094,7.1793,122.5034,0.5176149624
HMDB0004095,7.4632,115.7204,0.1923480382
HMDB0004095,7.3246,128.1956,0.5870078526
HMDB0004095,7.2188,103.2452,0.6296785222
HMDB0004095,6.9447,114.4785,0.2837477528
HMDB0004095,3.8925,58.8013,1.0
HMDB0004095,3.3168,42.2769,0.4263968603
HMDB0004095,3.1343,25.3947,0.4152679409
HMDB0004110,2.6581,41.8608,1.0
HMDB0004110,2.6229,42.6492,0.8520254641
HMDB0004122,4.4265,55.7623,1.0
HMDB0004122,3.6056,29.5527,0.3067296442
HMDB0004122,3.4603,29.5527,0.4559982697
HMDB0004136,3.7389,74.3305,1.0
HMDB0004136,3.7166,65.3856,0.346737567
HMDB0004136,3.641,65.3863,0.7301621216
HMDB0004230,7.0827,125.6159,0.7995035468
HMDB0004230,6.9894,117.8313,0.9530084505
HMDB0004230,6.3208,111.8489,1.0
HMDB0004296,6.3032,132.076,0.2596536885
HMDB0004296,6.2448,132.076,0.3317484314
HMDB0004296,5.8455,131.1,1.0
HMDB0004321,5.4011,120.6664,0.3234021582
HMDB0004321,4.7033,108.388,0.7186807819
HMDB0004321,2.1046,41.1669,0.1372787326
HMDB0004321,2.0758,30.8695,0.1058055297
HMDB0004321,2.0503,30.5398,0.1792004383
HMDB0004321,1.9518,30.5398,0.0655526832
HMDB0004321,1.9051,30.8695,0.120518625
HMDB0004321,1.7937,27.8849,0.1132759176
HMDB0004321,1.7353,20.917,0.8925182442
HMDB0004321,1.653,23.5649,1.0
HMDB0004321,1.4714,27.885,0.1006802629
HMDB0004327,3.599,64.0697,1.0
HMDB0004327,1.5185,36.1926,0.6100861623
HMDB0004327,1.3384,20.9093,0.3430584129
HMDB0004327,0.8966,15.6039,0.1047777067
HMDB0004350,8.5466,148.9411,0.3903470299
HMDB0004350,8.4089,148.7296,0.4008922738
HMDB0004350,7.8548,136.4717,0.9528333173
HMDB0004350,7.4041,125.1594,1.0
HMDB0004350,3.6838,60.427,0.7231983794
HMDB0004350,3.1453,48.1432,0.4287939139
HMDB0004350,2.788,48.1432,0.7171310168
HMDB0004350,1.9185,25.9029,0.7080922234
HMDB0004350,1.8184,34.8616,0.4619786063
HMDB0004350,1.6891,26.2332,0.5991191632
HMDB0004350,1.576,26.2332,0.7653107815
HMDB0004350,1.5755,25.9033,0.6211156013
HMDB0004350,1.5538,34.8629,0.1954118775
HMDB0004437,3.88,59.3809,1.0
HMDB0004437,3.2297,51.7165,0.9460721441
HMDB0004472,2.0585,23.5888,0.1488342498
HMDB0004472,1.6536,32.2159,0.1131648417
HMDB0004472,1.5544,32.2148,0.1316113059
HMDB0004472,1.5541,23.5863,0.0808921535
HMDB0004472,1.443,34.2013,0.1738378151
HMDB0004472,1.2402,29.0598,1.0
HMDB0004472,1.0262,27.5691,0.6213412478
HMDB0004476,8.5709,149.0657,0.2984873978
HMDB0004476,8.4356,149.0657,0.2952874755
HMDB0004476,7.8771,136.4535,0.5810538653
HMDB0004476,7.4276,125.1737,0.5764062673
HMDB0004476,5.8883,126.1483,0.3182705612
HMDB0004476,5.8211,126.8176,0.3006546883
HMDB0004476,3.9181,56.1111,0.6304082874
HMDB0004476,3.5429,46.4817,0.1005530172
HMDB0004476,3.4017,46.4804,0.0805002276
HMDB0004476,2.2817,34.0945,1.0
HMDB0004487,7.0193,152.3817,0.0973010778
HMDB0004487,2.9074,57.101,0.1912352146
HMDB0004487,2.7834,44.4737,0.2351359119
HMDB0004487,2.5612,44.8589,0.3995446152
HMDB0004487,2.5341,33.473,0.0849472139
HMDB0004487,2.5206,44.8589,0.3185291601
HMDB0004487,2.3774,33.473,0.1726552014
HMDB0004487,1.7537,22.2622,1.0
HMDB0004487,1.7267,17.4834,0.1728533706
HMDB0004586,6.6224,137.1079,0.5035195313
HMDB0004586,4.7924,110.8823,0.1002930823
HMDB0004586,2.3108,28.0797,0.0594799108
HMDB0004586,2.2878,33.2031,0.0584371534
