database_id,chemical_shift_x,chemical_shift_y,intensity
HMDB0000258,3.549,3.559,NA
HMDB0000258,3.549,3.752,NA
HMDB0000258,3.548,3.474,NA
HMDB0000258,3.548,3.776,NA
HMDB0000258,3.548,3.805,NA
HMDB0000258,3.547,3.728,NA
HMDB0000258,3.542,3.658,NA
HMDB0000258,3.534,5.402,NA
HMDB0000258,3.515,3.658,NA
HMDB0000258,3.497,3.49,NA
HMDB0000258,3.48,5.404,NA
HMDB0000258,3.471,3.778,NA
HMDB0000258,3.465,3.725,NA
HMDB0000258,3.462,3.752,NA
HMDB0000258,3.461,3.43,NA
HMDB0000258,3.461,3.54,NA
HMDB0000258,3.461,3.658,NA
HMDB0000258,3.461,3.806,NA
HMDB0000258,3.461,3.846,NA
HMDB0000258,3.459,3.459,NA
HMDB0000258,3.438,5.404,NA
HMDB0000258,3.426,3.494,NA
HMDB0000258,3.419,3.658,NA
HMDB0000258,3.392,3.659,NA
HMDB0000258,3.302,3.659,NA
HMDB0000258,5.3993,94.7981,0.6767735403
HMDB0000258,3.8758,84.1442,0.3044266579
HMDB0000258,4.2052,79.2158,0.2195188948
HMDB0000258,4.0353,76.7517,0.2600299128
HMDB0000258,3.8295,75.1572,0.2474740279
HMDB0000258,3.742,75.3022,0.1637241469
HMDB0000258,3.5464,73.7802,0.2602464055
HMDB0000258,3.4743,71.9683,0.1747946684
HMDB0000258,3.6647,64.0684,1.0
HMDB0000258,3.8089,62.7639,0.8789485443
HMDB0000258,3.8091,65.0452,0.7886975029
HMDB0000259,7.42,115.593,0.4033679884
HMDB0000259,7.2891,128.1904,1.0
HMDB0000259,7.1004,105.1729,0.9173058176
HMDB0000259,6.8773,114.582,0.3900904879
HMDB0000259,3.3129,42.4707,0.8039427555
HMDB0000259,3.1076,25.3044,0.7489836251
HMDB0000262,7.3542,142.0699,0.5388061589
HMDB0000262,1.8541,13.9752,1.0
HMDB0000263,5.367,5.362,NA
HMDB0000263,5.186,5.184,NA
HMDB0000263,5.3661,103.0591,1.0
HMDB0000263,5.1777,103.0591,0.9925352641
HMDB0000265,7.8213,140.762,0.5168810461
HMDB0000265,7.0308,124.3315,1.0
HMDB0000265,6.8629,114.8604,0.5425516898
HMDB0000265,6.6341,116.2002,0.5415732427
HMDB0000265,3.4905,54.7794,0.7607751871
HMDB0000265,3.1202,34.8516,0.209889937
HMDB0000265,2.8504,34.8518,0.3219408192
HMDB0000267,4.1625,60.972,0.973878448
HMDB0000267,2.4881,27.9837,0.2682657709
HMDB0000267,2.3847,32.2834,1.0
HMDB0000267,2.0102,27.9837,0.3719937483
HMDB0000269,3.7252,64.0761,0.0464715687
HMDB0000269,3.5052,73.8522,0.074622125
HMDB0000269,3.4672,64.0761,0.0613892687
HMDB0000269,2.7225,58.0957,0.0910274506
HMDB0000269,1.5374,34.3483,0.0416179405
HMDB0000269,1.5318,26.8917,0.0423839089
HMDB0000269,1.4122,34.3479,0.0283179782
HMDB0000269,1.3652,30.8673,0.025624333
HMDB0000269,1.3344,26.8939,0.0269731587
HMDB0000269,1.306,23.6806,0.0388521317
HMDB0000269,1.2849,30.6489,1.0
HMDB0000269,1.2843,33.0304,0.0632381566
HMDB0000269,0.8966,14.2659,0.0166445752
HMDB0000271,3.613,3.608,NA
HMDB0000271,2.735,2.733,NA
HMDB0000271,3.5945,53.4965,0.9375149692
HMDB0000271,2.7205,35.5699,1.0
HMDB0000272,4.1669,65.4144,0.5683479407
HMDB0000272,4.0848,65.4326,0.5230337303
HMDB0000272,3.9473,58.3622,1.0
HMDB0000273,7.649,1.893,NA
HMDB0000273,7.649,7.648,NA
HMDB0000273,6.292,2.373,NA
HMDB0000273,6.292,4.027,NA
HMDB0000273,6.292,4.472,NA
HMDB0000273,6.291,6.289,NA
HMDB0000273,5.027,4.803,NA
HMDB0000273,4.965,4.808,NA
HMDB0000273,4.911,4.809,NA
HMDB0000273,4.812,4.809,NA
HMDB0000273,4.468,6.273,NA
HMDB0000273,4.468,6.289,NA
HMDB0000273,4.468,6.305,NA
HMDB0000273,4.467,2.373,NA
HMDB0000273,4.467,3.744,NA
HMDB0000273,4.467,3.778,NA
HMDB0000273,4.467,3.857,NA
HMDB0000273,4.467,4.019,NA
HMDB0000273,4.467,4.467,NA
HMDB0000273,4.466,3.825,NA
HMDB0000273,4.026,6.289,NA
HMDB0000273,4.024,6.304,NA
HMDB0000273,4.023,6.271,NA
HMDB0000273,4.022,2.372,NA
HMDB0000273,4.022,3.857,NA
HMDB0000273,4.021,3.778,NA
HMDB0000273,4.021,3.826,NA
HMDB0000273,4.021,4.467,NA
HMDB0000273,4.02,3.748,NA
HMDB0000273,4.018,4.011,NA
HMDB0000273,3.834,3.856,NA
HMDB0000273,3.823,3.827,NA
HMDB0000273,3.813,4.467,NA
HMDB0000273,3.803,4.021,NA
HMDB0000273,3.789,3.78,NA
HMDB0000273,3.788,2.372,NA
HMDB0000273,3.769,3.752,NA
HMDB0000273,2.478,1.88,NA
HMDB0000273,2.39,2.408,NA
HMDB0000273,2.375,3.827,NA
HMDB0000273,2.374,1.881,NA
HMDB0000273,2.374,2.373,NA
HMDB0000273,2.374,4.021,NA
HMDB0000273,2.374,4.471,NA
HMDB0000273,2.374,6.289,NA
HMDB0000273,2.374,6.303,NA
HMDB0000273,2.372,3.782,NA
HMDB0000273,2.363,2.324,NA
HMDB0000273,2.26,2.35,NA
HMDB0000273,2.258,2.367,NA
HMDB0000273,2.204,2.367,NA
HMDB0000273,2.157,1.882,NA
HMDB0000273,2.054,1.882,NA
HMDB0000273,2.051,2.051,NA
HMDB0000273,1.997,1.882,NA
HMDB0000273,1.893,7.648,NA
HMDB0000273,1.892,1.891,NA
HMDB0000273,1.776,1.883,NA
HMDB0000273,1.726,1.727,NA
HMDB0000273,1.723,1.884,NA
HMDB0000273,1.667,1.884,NA
HMDB0000273,7.6314,140.1041,1.0
HMDB0000273,6.2824,87.6282,0.6369011812
HMDB0000273,4.4646,73.1299,0.6146552089
HMDB0000273,4.0113,89.2601,0.6556844778
HMDB0000273,3.8413,64.0478,0.1558907378
HMDB0000273,3.7674,63.9532,0.2690523972
HMDB0000273,2.3637,41.2479,0.9192334408
HMDB0000273,1.9079,14.38,0.5562578967
HMDB0000273,1.8634,14.38,0.596662154
HMDB0000279,3.7472,57.3181,0.7012309912
HMDB0000279,3.5894,65.4419,0.8080691878
HMDB0000279,3.0463,49.3194,0.738791345
HMDB0000279,2.3891,36.629,1.0
HMDB0000279,2.068,28.5838,0.8545318308
HMDB0000279,1.896,32.5366,0.2014901736
HMDB0000279,1.7559,28.2082,0.6067091416
HMDB0000279,1.4769,24.2064,0.3522771228
HMDB0000283,5.388,99.0368,0.0879602457
HMDB0000283,5.2549,103.8029,0.08807129
HMDB0000283,4.9273,96.5326,0.7142664473
HMDB0000283,4.2111,73.1063,0.1260673439
HMDB0000283,4.1355,85.8696,0.0651811412
HMDB0000283,4.1139,73.4294,0.0749758382
HMDB0000283,4.1103,71.733,1.0
HMDB0000283,4.0059,77.9531,0.1495524896
HMDB0000283,3.9735,85.0618,0.0970041158
HMDB0000283,3.9268,71.8138,0.343027177
HMDB0000283,3.8836,69.8751,0.5257226977
HMDB0000283,3.8332,65.6745,0.2655912892
HMDB0000283,3.8332,72.6216,0.3343474217
HMDB0000283,3.6892,65.6745,0.2243975491
HMDB0000283,3.5308,73.6718,0.7452144627
HMDB0000283,4.0975,72.6136,0.0626438923
HMDB0000283,3.8635,69.8978,0.2684906079
HMDB0000283,3.932,65.9066,0.0475153898
HMDB0000283,3.8032,65.2472,0.0668077454
HMDB0000283,3.7336,64.0672,0.04587672
HMDB0000283,3.6582,65.2472,0.215822703
HMDB0000283,3.6536,64.0672,0.0398124354
HMDB0000283,3.6026,65.9066,0.0169744345
HMDB0000286,7.9426,144.1872,0.148996672
HMDB0000286,5.9754,91.0869,1.0
HMDB0000286,5.9712,105.3653,0.5361598058
HMDB0000286,5.5937,98.2428,0.7769371657
HMDB0000286,4.3668,72.3486,0.9660352791
HMDB0000286,4.3668,76.5757,0.8352871934
HMDB0000286,4.2784,85.897,0.8349423514
HMDB0000286,4.2374,67.5796,0.3280943962
HMDB0000286,4.1995,67.5796,0.4326269315
HMDB0000286,3.8869,75.4918,0.3809411972
HMDB0000286,3.8616,63.1357,0.1920082694
HMDB0000286,3.7827,63.1357,0.354366306
HMDB0000286,3.7669,75.6544,0.509161852
HMDB0000286,3.6469,60.2092,0.068900246
HMDB0000286,3.5301,74.2996,0.4578023707
HMDB0000286,3.4638,71.9151,0.4480105509
HMDB0000286,1.1731,19.575,0.0339745655
HMDB0000288,8.0837,144.7537,0.074031801
HMDB0000288,5.9853,90.951,1.0
HMDB0000288,5.9792,105.2944,0.5889200228
HMDB0000288,4.411,76.6485,0.7973732801
HMDB0000288,4.3423,72.7462,0.8321897086
HMDB0000288,4.2529,86.6691,0.9092556297
HMDB0000288,4.0177,65.857,0.4453573856
HMDB0000288,3.9711,65.857,0.4016980208
HMDB0000290,7.955,5.977,NA
HMDB0000290,7.954,5.956,NA
HMDB0000290,7.953,7.944,NA
HMDB0000290,7.953,7.966,NA
HMDB0000290,5.981,4.392,NA
HMDB0000290,5.98,4.365,NA
HMDB0000290,5.978,4.294,NA
HMDB0000290,5.977,5.98,NA
HMDB0000290,5.968,7.943,NA
HMDB0000290,5.968,7.963,NA
HMDB0000290,5.967,5.957,NA
HMDB0000290,5.517,3.554,NA
HMDB0000290,5.517,3.785,NA
HMDB0000290,5.517,3.978,NA
HMDB0000290,5.516,3.809,NA
HMDB0000290,5.516,4.004,NA
HMDB0000290,5.515,3.834,NA
HMDB0000290,5.512,5.51,NA
HMDB0000290,4.799,4.799,NA
HMDB0000290,4.54,5.971,NA
HMDB0000290,4.365,4.288,NA
HMDB0000290,4.365,4.366,NA
HMDB0000290,4.364,5.981,NA
HMDB0000290,4.359,4.19,NA
HMDB0000290,4.352,4.199,NA
HMDB0000290,4.283,4.366,NA
HMDB0000290,4.252,4.286,NA
HMDB0000290,4.238,4.234,NA
HMDB0000290,4.2,4.199,NA
HMDB0000290,4.186,4.167,NA
HMDB0000290,4.044,4.042,NA
HMDB0000290,3.988,5.523,NA
HMDB0000290,3.984,5.51,NA
HMDB0000290,3.978,3.809,NA
HMDB0000290,3.976,3.914,NA
HMDB0000290,3.976,3.939,NA
HMDB0000290,3.941,3.977,NA
HMDB0000290,3.939,4.003,NA
HMDB0000290,3.933,3.576,NA
HMDB0000290,3.931,3.552,NA
HMDB0000290,3.924,3.528,NA
HMDB0000290,3.87,3.889,NA
HMDB0000290,3.856,3.856,NA
HMDB0000290,3.851,3.913,NA
HMDB0000290,3.843,3.938,NA
HMDB0000290,3.82,3.823,NA
HMDB0000290,3.817,3.529,NA
HMDB0000290,3.817,3.553,NA
HMDB0000290,3.816,3.576,NA
HMDB0000290,3.815,3.977,NA
HMDB0000290,3.815,4.002,NA
HMDB0000290,3.813,5.521,NA
HMDB0000290,3.812,5.51,NA
HMDB0000290,3.809,3.787,NA
HMDB0000290,3.68,3.546,NA
HMDB0000290,3.559,4.001,NA
HMDB0000290,3.557,3.576,NA
HMDB0000290,3.557,3.977,NA
HMDB0000290,3.556,3.552,NA
HMDB0000290,3.556,3.855,NA
HMDB0000290,3.556,3.889,NA
HMDB0000290,3.556,5.511,NA
HMDB0000290,3.555,3.528,NA
HMDB0000290,3.555,3.784,NA
HMDB0000290,3.555,3.809,NA
HMDB0000290,3.555,3.832,NA
HMDB0000290,3.555,3.914,NA
HMDB0000290,3.555,3.935,NA
HMDB0000290,2.725,2.066,NA
HMDB0000290,2.236,2.237,NA
HMDB0000290,2.123,2.113,NA
HMDB0000290,2.08,2.078,NA
HMDB0000290,1.915,1.915,NA
HMDB0000290,1.835,4.803,NA
HMDB0000290,7.9356,144.2548,0.1026729881
HMDB0000290,5.9698,105.276,0.3260075668
HMDB0000290,5.5075,97.0305,0.3899891308
HMDB0000290,5.9738,91.0338,0.3507575029
HMDB0000290,4.2851,85.6504,0.2783490434
HMDB0000290,4.3688,76.3804,0.3189775136
HMDB0000290,3.9104,75.6079,0.2364778456
HMDB0000290,3.809,73.4836,0.1724276078
HMDB0000290,4.3512,72.3248,0.2309213353
HMDB0000290,3.5621,72.1317,0.2687846607
HMDB0000290,4.2366,67.5933,0.1680700344
HMDB0000290,4.1749,67.5933,0.2181141238
HMDB0000290,3.8442,62.7652,0.1564003103
HMDB0000290,3.9853,56.199,0.1664942836
HMDB0000290,2.072,24.7198,1.0
HMDB0000291,7.0251,113.805,0.5432410641
HMDB0000291,6.9022,122.9829,0.4419932662
HMDB0000291,6.9015,118.1944,0.5673608028
HMDB0000291,3.851,58.5496,1.0
HMDB0000292,7.726,7.721,NA
HMDB0000292,7.927,140.4396,1.0
HMDB0000295,7.9871,144.3974,0.1378994239
HMDB0000295,5.9652,105.2318,0.4847822896
HMDB0000295,5.9594,91.2927,0.8471415068
HMDB0000295,4.4226,71.8226,0.5507524595
HMDB0000295,4.3827,76.4968,0.5664384233
HMDB0000295,4.263,85.808,0.5463640652
HMDB0000295,4.2173,66.7243,1.0
HMDB0000296,7.881,5.88,NA
HMDB0000296,7.881,5.9,NA
HMDB0000296,7.881,7.884,NA
HMDB0000296,7.88,7.863,NA
HMDB0000296,7.682,7.673,NA
HMDB0000296,5.913,4.225,NA
HMDB0000296,5.913,4.346,NA
HMDB0000296,5.911,5.905,NA
HMDB0000296,5.896,5.88,NA
HMDB0000296,5.895,7.862,NA
HMDB0000296,5.895,7.882,NA
HMDB0000296,4.924,4.804,NA
HMDB0000296,4.873,4.806,NA
HMDB0000296,4.81,4.809,NA
HMDB0000296,4.74,4.808,NA
HMDB0000296,4.347,4.223,NA
HMDB0000296,4.347,5.907,NA
HMDB0000296,4.346,4.127,NA
HMDB0000296,4.346,4.344,NA
HMDB0000296,4.225,4.223,NA
HMDB0000296,4.225,5.906,NA
HMDB0000296,4.224,4.126,NA
HMDB0000296,4.224,4.345,NA
HMDB0000296,4.223,3.783,NA
HMDB0000296,4.223,3.814,NA
HMDB0000296,4.223,3.89,NA
HMDB0000296,4.223,3.923,NA
HMDB0000296,4.127,4.128,NA
HMDB0000296,4.127,4.344,NA
HMDB0000296,4.126,3.784,NA
HMDB0000296,4.126,3.815,NA
HMDB0000296,4.126,3.89,NA
HMDB0000296,4.126,3.923,NA
HMDB0000296,4.126,4.223,NA
HMDB0000296,3.901,3.788,NA
HMDB0000296,3.899,3.814,NA
HMDB0000296,3.899,3.924,NA
HMDB0000296,3.898,3.89,NA
HMDB0000296,3.897,4.125,NA
HMDB0000296,3.897,4.223,NA
HMDB0000296,3.808,3.817,NA
HMDB0000296,3.808,3.892,NA
HMDB0000296,3.808,3.92,NA
HMDB0000296,3.808,4.126,NA
HMDB0000296,3.808,4.223,NA
HMDB0000296,3.806,3.781,NA
HMDB0000296,7.8641,144.5578,0.1623271287
HMDB0000296,5.9032,92.0857,0.8140359433
HMDB0000296,5.8916,105.0767,0.4729757053
HMDB0000296,4.3468,76.4773,1.0
HMDB0000296,4.229,72.077,0.7146362757
HMDB0000296,4.1205,87.126,0.8019589063
HMDB0000296,3.9084,63.6284,0.1298605298
HMDB0000296,3.8,63.6284,0.2193719333
HMDB0000299,7.991,4.839,NA
HMDB0000299,7.88,4.828,NA
HMDB0000299,7.879,7.871,NA
HMDB0000299,7.779,4.839,NA
HMDB0000299,7.668,4.828,NA
HMDB0000299,7.564,4.839,NA
HMDB0000299,7.563,4.809,NA
HMDB0000299,7.466,4.827,NA
HMDB0000299,7.366,4.807,NA
HMDB0000299,7.356,4.839,NA
HMDB0000299,7.267,4.827,NA
HMDB0000299,7.144,4.839,NA
HMDB0000299,7.063,4.827,NA
HMDB0000299,6.989,4.809,NA
HMDB0000299,6.938,4.839,NA
HMDB0000299,6.84,4.827,NA
HMDB0000299,6.723,4.839,NA
HMDB0000299,6.604,4.824,NA
HMDB0000299,6.515,4.839,NA
HMDB0000299,6.464,4.807,NA
HMDB0000299,6.394,4.827,NA
HMDB0000299,6.3,4.839,NA
HMDB0000299,6.192,4.824,NA
HMDB0000299,6.098,4.809,NA
HMDB0000299,6.086,4.839,NA
HMDB0000299,5.984,4.824,NA
HMDB0000299,5.887,4.809,NA
HMDB0000299,5.873,4.839,NA
HMDB0000299,5.864,4.768,NA
HMDB0000299,5.863,4.406,NA
HMDB0000299,5.863,5.854,NA
HMDB0000299,5.863,5.865,NA
HMDB0000299,5.771,4.823,NA
HMDB0000299,5.675,4.806,NA
HMDB0000299,5.663,4.839,NA
HMDB0000299,5.577,4.825,NA
HMDB0000299,5.536,4.81,NA
HMDB0000299,5.46,4.838,NA
HMDB0000299,5.381,4.822,NA
HMDB0000299,5.321,4.808,NA
HMDB0000299,5.248,4.839,NA
HMDB0000299,5.147,4.823,NA
HMDB0000299,5.031,4.839,NA
HMDB0000299,4.981,4.809,NA
HMDB0000299,4.897,4.819,NA
HMDB0000299,4.82,4.819,NA
HMDB0000299,4.78,4.839,NA
HMDB0000299,4.768,4.406,NA
HMDB0000299,4.768,5.866,NA
HMDB0000299,4.767,4.767,NA
HMDB0000299,4.767,5.855,NA
HMDB0000299,4.76,4.805,NA
HMDB0000299,4.707,4.824,NA
HMDB0000299,4.612,4.839,NA
HMDB0000299,4.5,4.823,NA
HMDB0000299,4.413,4.809,NA
HMDB0000299,4.406,4.259,NA
HMDB0000299,4.406,4.406,NA
HMDB0000299,4.406,4.767,NA
HMDB0000299,4.406,5.854,NA
HMDB0000299,4.406,5.866,NA
HMDB0000299,4.388,4.838,NA
HMDB0000299,4.295,4.822,NA
HMDB0000299,4.262,3.919,NA
HMDB0000299,4.262,4.407,NA
HMDB0000299,4.261,3.887,NA
HMDB0000299,4.261,4.26,NA
HMDB0000299,4.26,3.787,NA
HMDB0000299,4.26,3.819,NA
HMDB0000299,4.19,4.806,NA
HMDB0000299,4.187,4.837,NA
HMDB0000299,4.087,4.822,NA
HMDB0000299,3.98,4.839,NA
HMDB0000299,3.894,3.787,NA
HMDB0000299,3.892,3.818,NA
HMDB0000299,3.891,3.885,NA
HMDB0000299,3.891,3.918,NA
HMDB0000299,3.891,4.259,NA
HMDB0000299,3.884,4.823,NA
HMDB0000299,3.83,4.806,NA
HMDB0000299,3.812,3.819,NA
HMDB0000299,3.812,3.886,NA
HMDB0000299,3.811,3.786,NA
HMDB0000299,3.811,3.918,NA
HMDB0000299,3.811,4.26,NA
HMDB0000299,3.769,4.839,NA
HMDB0000299,3.684,4.822,NA
HMDB0000299,3.631,4.806,NA
HMDB0000299,7.8695,140.0878,0.7610799647
HMDB0000299,5.8483,90.664,0.6464300369
HMDB0000299,4.7258,76.0271,0.4939527143
HMDB0000299,4.3949,73.5364,0.7755066237
HMDB0000299,4.2517,88.5621,1.0
HMDB0000299,3.8976,64.3903,0.1502871144
HMDB0000299,3.8124,64.2269,0.1534381937
HMDB0000300,7.534,5.8,NA
HMDB0000300,7.533,5.781,NA
HMDB0000300,5.791,7.516,NA
HMDB0000300,5.791,7.535,NA
HMDB0000300,5.113,5.356,NA
HMDB0000300,5.113,5.776,NA
HMDB0000300,5.113,6.427,NA
HMDB0000300,5.112,5.386,NA
HMDB0000300,5.112,5.485,NA
HMDB0000300,5.112,5.578,NA
HMDB0000300,5.112,5.604,NA
HMDB0000300,5.112,5.753,NA
HMDB0000300,5.112,5.873,NA
HMDB0000300,5.112,6.374,NA
HMDB0000300,5.112,6.687,NA
HMDB0000300,5.112,6.946,NA
HMDB0000300,5.112,7.759,NA
HMDB0000300,5.111,5.111,NA
HMDB0000300,5.111,5.131,NA
HMDB0000300,5.111,5.216,NA
HMDB0000300,5.111,5.331,NA
HMDB0000300,5.111,5.423,NA
HMDB0000300,5.111,5.45,NA
HMDB0000300,5.111,5.513,NA
HMDB0000300,5.111,5.568,NA
HMDB0000300,5.111,5.829,NA
HMDB0000300,5.111,6.006,NA
HMDB0000300,5.111,6.286,NA
HMDB0000300,5.111,6.341,NA
HMDB0000300,5.111,6.75,NA
HMDB0000300,5.111,7.378,NA
HMDB0000300,5.111,7.431,NA
HMDB0000300,5.11,5.187,NA
HMDB0000300,5.11,5.248,NA
HMDB0000300,5.11,5.264,NA
HMDB0000300,5.11,5.322,NA
HMDB0000300,5.11,5.412,NA
HMDB0000300,5.11,5.529,NA
HMDB0000300,5.11,5.795,NA
HMDB0000300,5.11,5.959,NA
HMDB0000300,5.11,6.257,NA
HMDB0000300,5.11,7.788,NA
HMDB0000300,5.109,5.664,NA
HMDB0000300,5.109,5.718,NA
HMDB0000300,5.109,6.06,NA
HMDB0000300,5.109,6.087,NA
HMDB0000300,5.109,6.498,NA
HMDB0000300,5.109,6.623,NA
HMDB0000300,5.109,7.284,NA
HMDB0000300,5.108,5.91,NA
HMDB0000300,5.108,5.925,NA
HMDB0000300,5.108,6.03,NA
HMDB0000300,5.108,6.121,NA
HMDB0000300,5.108,6.89,NA
HMDB0000300,7.5601,146.2538,0.3795840697
HMDB0000300,7.483,146.2538,0.3608210017
HMDB0000300,5.7926,103.7175,1.0
HMDB0000301,7.8652,140.3843,0.9058926986
HMDB0000301,7.3858,123.9407,1.0
HMDB0000301,6.3807,124.5571,0.0558905147
HMDB0000302,7.9447,144.275,0.1676457198
HMDB0000302,5.982,91.1009,0.9449500055
HMDB0000302,5.971,105.3516,0.544098347
HMDB0000302,5.6308,98.5981,0.6353619671
HMDB0000302,4.3691,76.3522,0.976854788
HMDB0000302,4.3692,72.37,0.8716615105
HMDB0000302,4.2816,85.98,0.7598231426
HMDB0000302,4.2227,67.7231,0.1394443808
HMDB0000302,4.1614,74.6996,0.5787760816
HMDB0000302,4.0228,71.7076,1.0
HMDB0000302,3.9089,72.0288,0.2836900852
HMDB0000302,3.8002,71.037,0.3094372412
HMDB0000302,3.7305,63.7431,0.7237516237
HMDB0000303,7.715,7.344,NA
HMDB0000303,7.714,7.234,NA
HMDB0000303,7.714,7.254,NA
HMDB0000303,7.714,7.304,NA
HMDB0000303,7.714,7.324,NA
HMDB0000303,7.714,7.571,NA
HMDB0000303,7.714,7.591,NA
HMDB0000303,7.714,7.708,NA
HMDB0000303,7.713,7.216,NA
HMDB0000303,7.582,7.585,NA
HMDB0000303,7.581,7.216,NA
HMDB0000303,7.581,7.252,NA
HMDB0000303,7.581,7.703,NA
HMDB0000303,7.581,7.723,NA
HMDB0000303,7.58,7.323,NA
HMDB0000303,7.579,7.233,NA
HMDB0000303,7.578,7.303,NA
HMDB0000303,7.577,7.567,NA
HMDB0000303,7.338,7.338,NA
HMDB0000303,7.323,7.233,NA
HMDB0000303,7.322,7.253,NA
HMDB0000303,7.322,7.305,NA
HMDB0000303,7.322,7.703,NA
HMDB0000303,7.322,7.723,NA
HMDB0000303,7.32,7.215,NA
HMDB0000303,7.319,7.57,NA
HMDB0000303,7.319,7.59,NA
HMDB0000303,7.238,7.323,NA
HMDB0000303,7.238,7.591,NA
HMDB0000303,7.237,7.252,NA
HMDB0000303,7.237,7.57,NA
HMDB0000303,7.236,7.217,NA
HMDB0000303,7.236,7.234,NA
HMDB0000303,7.236,7.303,NA
HMDB0000303,7.236,7.703,NA
HMDB0000303,7.236,7.722,NA
HMDB0000303,4.869,4.868,NA
HMDB0000303,3.532,3.331,NA
HMDB0000303,3.509,3.178,NA
HMDB0000303,3.49,4.873,NA
HMDB0000303,3.431,3.178,NA
HMDB0000303,3.412,3.315,NA
HMDB0000303,3.339,3.182,NA
HMDB0000303,3.339,3.201,NA
HMDB0000303,3.339,3.338,NA
HMDB0000303,3.338,3.169,NA
HMDB0000303,3.337,3.322,NA
HMDB0000303,3.336,7.337,NA
HMDB0000303,3.189,3.199,NA
HMDB0000303,3.187,3.322,NA
HMDB0000303,3.187,3.34,NA
HMDB0000303,3.186,3.184,NA
HMDB0000303,3.186,7.338,NA
HMDB0000303,3.057,3.178,NA
HMDB0000303,7.7016,121.0834,0.4805757457
HMDB0000303,7.5466,114.8907,0.6568121859
HMDB0000303,7.3297,127.276,0.1980720441
HMDB0000303,7.2832,124.9945,0.3351474063
HMDB0000303,7.2057,122.2241,0.572277275
HMDB0000303,3.3394,42.697,1.0
HMDB0000303,3.169,25.5856,0.9202027978
HMDB0000305,6.6136,125.1502,0.2072701517
HMDB0000305,6.2867,136.2722,0.0447177078
HMDB0000305,6.1556,126.8147,0.1981493348
HMDB0000305,6.1206,137.7567,0.2176695716
HMDB0000305,6.1004,130.1269,0.2042837453
HMDB0000305,5.6922,129.8013,0.2898468085
HMDB0000305,4.3132,59.58,0.4768604861
HMDB0000305,2.012,32.8661,0.6387265967
HMDB0000305,1.8992,12.7519,0.2127843256
HMDB0000305,1.7101,21.5763,1.0
HMDB0000305,1.6101,19.2489,0.688438056
HMDB0000305,1.4632,39.504,0.8887099587
HMDB0000305,1.006,28.8789,0.9739372807
HMDB0000306,7.231,6.919,NA
HMDB0000306,7.23,6.899,NA
HMDB0000306,7.229,7.211,NA
HMDB0000306,7.229,7.23,NA
HMDB0000306,6.919,6.9,NA
HMDB0000306,6.919,6.918,NA
HMDB0000306,6.917,7.231,NA
HMDB0000306,6.916,7.211,NA
HMDB0000306,4.829,4.827,NA
HMDB0000306,3.235,2.93,NA
HMDB0000306,3.235,2.948,NA
HMDB0000306,3.235,3.237,NA
HMDB0000306,3.235,3.254,NA
HMDB0000306,3.234,2.916,NA
HMDB0000306,3.234,3.221,NA
HMDB0000306,2.93,2.931,NA
HMDB0000306,2.93,2.948,NA
HMDB0000306,2.93,3.254,NA
HMDB0000306,2.929,3.22,NA
HMDB0000306,2.929,3.238,NA
HMDB0000306,7.2216,133.064,0.8352919177
HMDB0000306,6.9027,118.5539,1.0
HMDB0000306,3.255,43.6951,0.2822371881
HMDB0000306,2.9279,34.6263,0.7459014748
HMDB0000308,5.2599,120.1658,0.6350137134
HMDB0000308,3.2483,69.7041,0.2870459364
HMDB0000308,2.2228,30.5307,0.2444005292
HMDB0000308,2.1321,42.1331,0.279931794
HMDB0000308,2.1064,30.5322,0.2444493221
HMDB0000308,2.0899,42.1331,0.1984895584
HMDB0000308,1.9469,39.1582,0.1789610421
HMDB0000308,1.9055,31.1923,0.1142565253
HMDB0000308,1.7971,27.5466,0.1738962754
HMDB0000308,1.753,36.8337,0.1637081343
HMDB0000308,1.6726,30.5376,0.187362303
HMDB0000308,1.6648,31.1989,0.1942967396
HMDB0000308,1.5424,23.5631,0.1809590916
HMDB0000308,1.4882,31.1931,0.150391174
HMDB0000308,1.483,20.5612,0.1991261379
HMDB0000308,1.4013,20.5612,0.1513787102
HMDB0000308,1.3791,31.2015,0.2793661894
HMDB0000308,1.368,34.6496,0.2128002982
HMDB0000308,1.3367,31.2104,0.1610056383
HMDB0000308,1.2557,27.53,0.133271301
HMDB0000308,1.1944,30.5307,0.1823106186
HMDB0000308,1.1313,39.1541,0.17284093
HMDB0000308,1.0732,55.104,0.2523657794
HMDB0000308,1.0477,23.5623,0.0868627642
HMDB0000308,0.9764,56.088,0.1465798057
HMDB0000308,0.9676,36.8418,0.185156088
HMDB0000308,0.9383,18.9222,1.0
HMDB0000308,0.8811,17.9271,0.6735666321
HMDB0000308,0.8731,49.4518,0.278434745
HMDB0000308,0.6556,11.6056,0.4600149393
HMDB0000310,3.7453,55.4717,0.9325601622
HMDB0000310,3.7251,51.8472,0.6290993487
HMDB0000310,2.2981,32.5758,1.0
HMDB0000315,5.2729,120.1757,0.5263763708
HMDB0000315,3.2629,69.7255,0.292484268
HMDB0000315,2.5341,32.1993,0.1438785698
HMDB0000315,2.1169,42.1663,0.1717857087
HMDB0000315,2.094,26.5706,1.0
HMDB0000315,1.9419,31.3524,0.1184844486
HMDB0000315,1.825,30.2159,0.2056086212
HMDB0000315,1.7597,36.8471,0.2261711594
